,Venue,Latitude,Longitude,Group,Category
382,Platform 3,51.40258,-0.194747,Transport,Trains_Platforms
384,Platform 2,51.419909,-0.160952,Transport,Trains_Platforms
385,Platform 3 (District),51.421983573262715,-0.20564603526352654,Transport,Trains_Platforms
386,Platform 9,51.421296381866675,-0.20570340533974027,Transport,Trains_Platforms
387,Platform 10b (Tramlink),51.42165201900103,-0.2055611705769453,Transport,Trains_Platforms
389,Platform 2,51.44098376512411,-0.18735545550032198,Transport,Trains_Platforms
390,Platform 1,51.44254092153641,-0.18732383938100483,Transport,Trains_Platforms
391,Platform 1,51.421967659901156,-0.20564533230114654,Transport,Trains_Platforms
392,Platform 8,51.42179367282361,-0.20503422087127843,Transport,Trains_Platforms
393,Platform 10a (Tramlink),51.42119891415478,-0.20570848156214852,Transport,Trains_Platforms
394,Platform 7,51.42148640638297,-0.20532718106923797,Transport,Trains_Platforms
395,Platform 4 (District),51.42197534208464,-0.2054784289238979,Transport,Trains_Platforms
396,Platform 5,51.42132125032348,-0.20615439170396693,Transport,Trains_Platforms
401,Platform 6,51.42163715888956,-0.20582199096679688,Transport,Trains_Platforms
402,Platform 1,51.42545207945472,-0.18900881066799738,Transport,Trains_Platforms
404,Platform 2,51.422146092993636,-0.20548022749756328,Transport,Trains_Platforms
405,Platform 13,51.463729790183834,-0.17043655161421825,Transport,Trains_Platforms
406,Platform 15,51.46394542081905,-0.1699389297744776,Transport,Trains_Platforms
407,Platform 17,51.46366387942935,-0.1701293823188062,Transport,Trains_Platforms
409,Platform 10,51.46433679870179,-0.17025531879430597,Transport,Trains_Platforms
410,Platform 2,51.44300459846395,-0.1516197768834655,Transport,Trains_Platforms
411,Platform 14,51.464258023884184,-0.1696297653119301,Transport,Trains_Platforms
412,Platform 4,51.477817,-0.147565,Transport,Trains_Platforms
413,Platform 3,51.477309308598976,-0.14748667864906995,Transport,Trains_Platforms
415,Platform 2,51.44300110422997,-0.15182960172364368,Transport,Trains_Platforms
416,Platform 2,51.47517649922023,-0.18298918797216657,Transport,Trains_Platforms
418,Platform 11,51.463867322696935,-0.17050229023798427,Transport,Trains_Platforms
419,Platform 16,51.46412522518613,-0.16953934735336781,Transport,Trains_Platforms
420,Platform 2,51.47518196333959,-0.1462554931640625,Transport,Trains_Platforms
421,Platform 2,51.4773580356974,-0.1476261885192249,Transport,Trains_Platforms
422,Platform 1,51.477053023240366,-0.14771461486816406,Transport,Trains_Platforms
423,Platform 4,51.442919,-0.151761,Transport,Trains_Platforms
424,Platform 2,51.446291,-0.163632,Transport,Trains_Platforms
425,Platform 8,51.46422541469451,-0.1705886811432715,Transport,Trains_Platforms
426,Factory Junction,51.47226206941853,-0.14069671233868,Transport,Trains_Platforms
427,Platform 1,51.475076,-0.182956,Transport,Trains_Platforms
428,Platform 3,51.443097,-0.151895,Transport,Trains_Platforms
429,Platform 3,51.475169448461386,-0.14601760522921237,Transport,Trains_Platforms
433,Platform 7,51.464056315548405,-0.17119129585312703,Transport,Trains_Platforms
434,Platform 6,51.46448872009329,-0.17093181610107422,Transport,Trains_Platforms
435,Platform 2,51.464914091357144,-0.17165103185158076,Transport,Trains_Platforms
436,Platform 9,51.464151786537194,-0.170779851388898,Transport,Trains_Platforms
437,Platform 1,51.46524465892866,-0.1319467145461616,Transport,Trains_Platforms
438,CLJMIDSDG,51.4630619355623,-0.17694672154309585,Transport,Trains_Platforms
439,Pe Cai Ferate,51.4631,-0.17685,Transport,Trains_Platforms
440,Platform 12,51.46453499610063,-0.16966929615642937,Transport,Trains_Platforms
441,Platform 1,51.44301750639724,-0.15169805779777226,Transport,Trains_Platforms
442,Platform 3,51.46495773564079,-0.17100275748104943,Transport,Trains_Platforms
443,Platform 5,51.46487772145749,-0.1713113617823387,Transport,Trains_Platforms
444,Platform 4,51.46510677877372,-0.17047016305887103,Transport,Trains_Platforms
445,Platform 1,51.46532233648929,-0.17037006749329187,Transport,Trains_Platforms
446,Platform 1,51.491644266239646,-0.19391683265431242,Transport,Trains_Platforms
447,Platform 3,51.49160534596722,-0.19403613899463082,Transport,Trains_Platforms
448,Platform 2,51.49142395341725,-0.19426639595922537,Transport,Trains_Platforms
449,Platform 4 (W'bound District),51.49160347530311,-0.19397647249648814,Transport,Trains_Platforms
450,Platform 5 (E'bound Piccadilly),51.49147222718802,-0.19417721214069605,Transport,Trains_Platforms
451,Platform 1,51.49036700236098,-0.21387939284190635,Transport,Trains_Platforms
452,Platform 6 (W'bound Piccadilly),51.491577,-0.194111,Transport,Trains_Platforms
453,Westbound Platform,51.51145,-0.17550464,Transport,Trains_Platforms
455,Platform 2,51.50025552028006,-0.1921212378712189,Transport,Trains_Platforms
456,Platform 1,51.480687,-0.194642,Transport,Trains_Platforms
457,"Platform 1 (W'bound Circle, District)",51.50848614408596,-0.19596604806565424,Transport,Trains_Platforms
458,"Platform 2 (E'Bound Circle, District)",51.50848614408596,-0.19596604806565424,Transport,Trains_Platforms
459,Platform 4 (W'bound Central),51.50848778896875,-0.19595137238527996,Transport,Trains_Platforms
460,Platform 2,51.487057,-0.19533756,Transport,Trains_Platforms
461,"Platform 1 (W'Bound Circle, District)",51.50023,-0.191991,Transport,Trains_Platforms
462,Platform 1,51.48702138279456,-0.19536831634430835,Transport,Trains_Platforms
463,Platform 4,51.48716716863169,-0.19577033451136064,Transport,Trains_Platforms
465,Platform 3,51.48696744990289,-0.19534054250070831,Transport,Trains_Platforms
466,Platform 3 (E'bound Central),51.508892,-0.1958512,Transport,Trains_Platforms
471,Platform 4,51.493937,-0.173665,Transport,Trains_Platforms
472,Platform 1,51.49735,-0.2096723,Transport,Trains_Platforms
473,Eastbound Platform,51.511482,-0.17479889,Transport,Trains_Platforms
475,Platform 4 (W'bound Central),51.5002197331576,-0.19215220855886256,Transport,Trains_Platforms
480,Platform 3 (E'bound Piccadilly),51.49197504324104,-0.22310061881025242,Transport,Trains_Platforms
